Pedestrian_Involved,Accident Severity,Time of Day,Day of Week,Weather Conditions,Lighting Conditions,Road Type,Road Condition,Traffic Control Presence,Speed Limit (km/h),Number of Vehicles Involved
0,Minor,15:32,Monday,Foggy,Daylight,Village Road,Dry,Signals,42,4
1,Minor,5:12,Saturday,Rainy,Daylight,National Highway,Icy,Unknown,77,4
0,Serious,12:26,Sunday,Foggy,Dark,State Highway,Under Construction,None,106,2
0,Minor,7:31,Friday,Hazy,Dark,Urban Road,Wet,Guard,50,2
0,Minor,4:16,Sunday,Clear,Daylight,State Highway,Icy,Signals,88,1
0,Minor,18:48,Wednesday,Foggy,Dark,State Highway,Wet,Signals,25,5
0,Minor,7:00,Monday,Foggy,Daylight,Urban Road,Under Construction,Guard,84,4
1,Minor,5:37,Wednesday,Rainy,Dawn,National Highway,Under Construction,Guard,78,2
0,Minor,16:11,Sunday,Clear,Dawn,Urban Road,Under Construction,Signals,47,2
0,Minor,18:55,Friday,Stormy,Daylight,Village Road,Under Construction,Guard,37,5
0,Minor,20:52,Thursday,Stormy,Daylight,Urban Road,Icy,Signs,107,2
1,Minor,12:24,Sunday,Snowy,Dusk,State Highway,Icy,Guard,96,1
1,Serious,23:33,Tuesday,Foggy,Dusk,Urban Road,Wet,None,116,5
0,Minor,21:43,Sunday,Foggy,Dark,National Highway,Dry,None,29,1
1,Minor,1:06,Tuesday,Clear,Dark,State Highway,Under Construction,Signs,26,3
0,Minor,20:21,Thursday,Hazy,Daylight,Village Road,Wet,Guard,56,4
0,Minor,16:08,Sunday,Stormy,Daylight,National Highway,Wet,None,115,2
1,Minor,1:17,Monday,Snowy,Dusk,State Highway,Wet,Unknown,64,5
1,Minor,21:31,Monday,Clear,Dusk,Village Road,Under Construction,Guard,105,1
0,Minor,19:08,Wednesday,Foggy,Daylight,National Highway,Under Construction,Signs,35,4
0,Minor,10:45,Thursday,Stormy,Dawn,Village Road,Wet,Guard,107,4
0,Minor,9:51,Monday,Snowy,Dawn,Urban Road,Under Construction,Signals,33,2
1,Serious,22:30,Sunday,Rainy,Dark,Urban Road,Wet,Signals,30,4
0,Minor,14:38,Thursday,Stormy,Daylight,Village Road,Icy,None,102,2
0,Minor,12:19,Friday,Snowy,Daylight,Urban Road,Under Construction,Signals,106,3
0,Minor,13:08,Tuesday,Clear,Dark,Village Road,Icy,Signs,53,2
0,Minor,7:32,Sunday,Rainy,Dusk,National Highway,Dry,None,79,1
0,Minor,16:53,Tuesday,Snowy,Dusk,State Highway,Under Construction,Signs,32,4
1,Minor,9:00,Tuesday,Snowy,Dawn,Village Road,Dry,Signs,58,4
0,Minor,12:59,Thursday,Foggy,Daylight,State Highway,Wet,Signals,63,4
0,Minor,2:18,Thursday,Hazy,Dusk,State Highway,Under Construction,Signals,47,2
0,Minor,1:41,Wednesday,Stormy,Dawn,Village Road,Under Construction,Signs,59,5
1,Minor,6:31,Tuesday,Foggy,Dawn,Urban Road,Under Construction,Signals,35,2
0,Minor,0:06,Wednesday,Rainy,Dawn,National Highway,Dry,Signals,69,1
0,Minor,5:01,Tuesday,Hazy,Dusk,State Highway,Dry,Signals,47,2
1,Fatal,20:39,Wednesday,Snowy,Dusk,National Highway,Wet,Guard,87,4
1,Minor,11:22,Wednesday,Foggy,Daylight,State Highway,Icy,Signs,111,3
1,Minor,23:38,Friday,Hazy,Daylight,Village Road,Icy,Unknown,79,1
1,Minor,17:41,Wednesday,Stormy,Dawn,Urban Road,Dry,Signs,31,3
0,Minor,12:06,Thursday,Rainy,Dawn,National Highway,Under Construction,None,35,1
1,Minor,5:55,Wednesday,Clear,Dusk,State Highway,Icy,Signals,72,1
0,Minor,0:44,Tuesday,Foggy,Dusk,Village Road,Icy,Signals,73,4
1,Minor,23:16,Wednesday,Rainy,Daylight,Village Road,Dry,Unknown,68,2
1,Minor,11:27,Monday,Clear,Daylight,State Highway,Wet,None,55,4
1,Serious,15:25,Saturday,Foggy,Dark,State Highway,Dry,Guard,81,4
0,Minor,23:09,Tuesday,Rainy,Daylight,State Highway,Dry,Signs,103,4
0,Minor,7:15,Monday,Rainy,Dusk,Urban Road,Under Construction,Guard,45,3
0,Minor,15:24,Tuesday,Hazy,Dawn,State Highway,Dry,None,75,1
1,Serious,11:03,Thursday,Foggy,Dark,State Highway,Under Construction,Unknown,109,5
1,Minor,17:57,Saturday,Rainy,Daylight,Urban Road,Wet,None,41,2
0,Minor,23:46,Saturday,Snowy,Daylight,Village Road,Under Construction,Unknown,92,4
0,Minor,1:12,Thursday,Foggy,Dusk,State Highway,Wet,Guard,88,1
0,Serious,23:17,Saturday,Rainy,Dark,National Highway,Wet,Guard,100,2
1,Minor,2:01,Thursday,Hazy,Daylight,Village Road,Wet,None,68,5
1,Minor,5:08,Monday,Clear,Dawn,National Highway,Dry,None,117,5
0,Minor,14:17,Friday,Clear,Dusk,State Highway,Under Construction,Signals,21,4
0,Minor,11:19,Tuesday,Snowy,Dark,Urban Road,Icy,Unknown,72,5
1,Minor,8:10,Thursday,Foggy,Daylight,Urban Road,Dry,Signals,26,5
1,Fatal,13:22,Tuesday,Hazy,Daylight,Urban Road,Wet,Signs,119,2
0,Serious,5:28,Monday,Rainy,Dark,State Highway,Icy,Signs,96,2
0,Minor,1:19,Friday,Rainy,Dusk,State Highway,Dry,None,39,4
0,Serious,9:54,Monday,Clear,Dark,National Highway,Icy,Guard,113,1
0,Minor,0:06,Saturday,Hazy,Dark,Urban Road,Wet,Signs,49,4
0,Minor,17:32,Tuesday,Snowy,Dusk,State Highway,Icy,Signs,94,3
0,Minor,4:18,Sunday,Clear,Daylight,Village Road,Icy,Signals,114,5
1,Serious,20:13,Friday,Clear,Dawn,State Highway,Wet,Signals,86,1
0,Minor,9:25,Saturday,Snowy,Dusk,State Highway,Icy,Signs,78,2
1,Minor,14:20,Friday,Foggy,Dawn,Village Road,Dry,None,85,3
0,Minor,5:11,Saturday,Rainy,Daylight,Urban Road,Icy,Signals,22,3
0,Minor,3:52,Monday,Foggy,Dark,Village Road,Under Construction,Signs,75,5
0,Minor,1:12,Thursday,Hazy,Dawn,Urban Road,Dry,Guard,98,2
0,Minor,5:10,Tuesday,Stormy,Daylight,Village Road,Icy,Signals,36,1
1,Minor,4:13,Wednesday,Stormy,Daylight,National Highway,Under Construction,Signs,71,2
1,Minor,9:07,Wednesday,Stormy,Dark,Urban Road,Under Construction,Unknown,26,5
0,Minor,0:33,Monday,Snowy,Dark,State Highway,Under Construction,Signals,24,3
0,Minor,10:02,Tuesday,Clear,Daylight,National Highway,Icy,Unknown,117,5
1,Serious,5:34,Tuesday,Foggy,Daylight,Urban Road,Wet,Signals,116,4
0,Minor,16:17,Monday,Rainy,Dawn,Urban Road,Under Construction,Signals,73,3
0,Minor,21:32,Tuesday,Stormy,Daylight,Urban Road,Wet,Unknown,80,5
1,Minor,21:02,Thursday,Foggy,Daylight,Village Road,Dry,None,35,1
0,Minor,0:17,Monday,Stormy,Dawn,Urban Road,Wet,Signs,86,1
0,Minor,15:12,Thursday,Stormy,Dusk,State Highway,Wet,None,78,1
0,Minor,23:13,Tuesday,Rainy,Dawn,Urban Road,Wet,None,66,4
1,Minor,17:35,Monday,Hazy,Dawn,State Highway,Wet,Signs,67,2
0,Fatal,20:44,Tuesday,Hazy,Dark,State Highway,Wet,Guard,83,1
0,Minor,7:55,Monday,Hazy,Dawn,State Highway,Dry,None,69,4
1,Minor,16:26,Tuesday,Snowy,Daylight,National Highway,Dry,None,104,1
0,Minor,15:20,Thursday,Clear,Daylight,State Highway,Wet,None,60,4
1,Serious,1:20,Sunday,Snowy,Daylight,Village Road,Wet,Guard,91,1
0,Minor,9:52,Thursday,Foggy,Dusk,Urban Road,Under Construction,Signals,41,2
1,Minor,14:17,Tuesday,Snowy,Daylight,Village Road,Dry,Unknown,73,5
0,Minor,7:34,Monday,Foggy,Dusk,National Highway,Icy,Unknown,24,1
0,Minor,11:10,Wednesday,Foggy,Daylight,Urban Road,Dry,Guard,36,5
0,Minor,4:38,Thursday,Clear,Dawn,State Highway,Icy,None,97,1
0,Minor,6:38,Thursday,Rainy,Dark,Urban Road,Under Construction,Unknown,60,2
1,Serious,15:24,Saturday,Clear,Daylight,National Highway,Wet,Guard,111,5
1,Minor,14:16,Wednesday,Hazy,Dusk,National Highway,Under Construction,Signs,114,4
0,Minor,7:44,Tuesday,Hazy,Dusk,Village Road,Wet,Unknown,100,1
0,Minor,12:34,Sunday,Snowy,Dark,Urban Road,Dry,Signs,54,1
1,Minor,13:38,Monday,Foggy,Daylight,Urban Road,Wet,None,59,4
1,Minor,5:29,Saturday,Stormy,Dawn,Urban Road,Icy,Unknown,41,2
0,Minor,1:11,Tuesday,Stormy,Daylight,Village Road,Icy,Guard,67,3
0,Minor,17:30,Friday,Foggy,Daylight,National Highway,Under Construction,Signals,72,1
0,Fatal,1:33,Sunday,Clear,Dark,State Highway,Dry,Unknown,112,4
0,Minor,17:27,Thursday,Rainy,Daylight,Urban Road,Icy,Unknown,29,3
0,Minor,18:39,Friday,Clear,Dawn,Village Road,Under Construction,Unknown,37,1
0,Minor,14:00,Thursday,Foggy,Dusk,Village Road,Dry,Unknown,118,5
0,Fatal,1:02,Thursday,Foggy,Dark,State Highway,Dry,Guard,99,4
1,Minor,1:18,Friday,Rainy,Dawn,National Highway,Under Construction,Guard,68,5
0,Minor,1:19,Sunday,Snowy,Dusk,Urban Road,Icy,Signals,90,2
0,Minor,15:32,Friday,Snowy,Dark,Urban Road,Icy,Guard,49,3
0,Minor,17:17,Tuesday,Rainy,Dark,Village Road,Under Construction,Guard,38,4
0,Minor,10:44,Saturday,Snowy,Dusk,National Highway,Icy,None,74,1
0,Minor,7:23,Saturday,Stormy,Dusk,Urban Road,Under Construction,None,79,1
0,Minor,16:41,Friday,Snowy,Dawn,State Highway,Icy,Signs,106,3
0,Minor,7:41,Tuesday,Snowy,Daylight,National Highway,Icy,Signals,91,5
0,Minor,15:08,Saturday,Snowy,Daylight,National Highway,Under Construction,None,100,5
0,Minor,11:47,Tuesday,Stormy,Daylight,Village Road,Under Construction,Signals,40,4
0,Minor,12:09,Tuesday,Snowy,Daylight,Village Road,Icy,Signals,45,4
1,Minor,15:24,Thursday,Hazy,Daylight,Urban Road,Under Construction,Unknown,47,5
0,Minor,23:05,Saturday,Stormy,Dawn,Village Road,Icy,Signals,58,4
1,Serious,18:21,Saturday,Rainy,Dark,National Highway,Wet,Unknown,52,5
0,Minor,20:13,Thursday,Clear,Dawn,Urban Road,Dry,Signs,59,3
0,Minor,0:28,Friday,Rainy,Dawn,Urban Road,Dry,Signs,102,4
0,Minor,13:25,Thursday,Clear,Dawn,National Highway,Icy,Signs,48,5
0,Minor,14:35,Saturday,Rainy,Dark,Urban Road,Dry,Unknown,39,4
1,Minor,14:00,Saturday,Hazy,Dawn,State Highway,Icy,Unknown,39,1
1,Minor,6:35,Sunday,Clear,Dawn,State Highway,Under Construction,Signs,93,1
1,Serious,16:06,Friday,Clear,Dark,Urban Road,Wet,Unknown,31,2
0,Minor,11:20,Thursday,Foggy,Dawn,Village Road,Dry,Guard,116,5
0,Minor,16:46,Monday,Clear,Daylight,State Highway,Dry,Guard,44,2
0,Minor,11:19,Monday,Clear,Dusk,Urban Road,Under Construction,Unknown,44,5
0,Minor,13:35,Friday,Foggy,Dawn,State Highway,Wet,Unknown,23,4
0,Minor,22:54,Thursday,Snowy,Dusk,Village Road,Wet,None,23,5
0,Minor,18:57,Thursday,Snowy,Dawn,National Highway,Wet,None,28,1
0,Minor,6:19,Tuesday,Foggy,Dawn,Urban Road,Under Construction,Signals,34,4
0,Minor,18:52,Saturday,Stormy,Daylight,Urban Road,Dry,Signals,45,1
1,Serious,9:48,Wednesday,Clear,Dark,Urban Road,Dry,Signals,98,4
1,Serious,11:31,Sunday,Clear,Dusk,Urban Road,Wet,Signs,109,5
1,Fatal,20:42,Friday,Foggy,Dark,Urban Road,Under Construction,Guard,111,5
0,Minor,18:53,Wednesday,Foggy,Daylight,Urban Road,Under Construction,Signs,90,1
0,Minor,10:01,Wednesday,Stormy,Daylight,Village Road,Under Construction,Unknown,51,3
0,Minor,12:40,Friday,Hazy,Dusk,National Highway,Wet,None,95,5
1,Serious,14:05,Thursday,Snowy,Dark,Village Road,Under Construction,Unknown,118,3
0,Minor,10:25,Friday,Rainy,Daylight,Village Road,Wet,Unknown,71,4
0,Minor,7:51,Wednesday,Hazy,Dawn,National Highway,Wet,None,51,3
1,Minor,21:33,Saturday,Snowy,Dawn,Village Road,Wet,Unknown,28,1
0,Minor,23:30,Sunday,Clear,Dawn,State Highway,Icy,Signals,97,2
0,Minor,21:43,Sunday,Hazy,Dark,Village Road,Wet,None,32,2
0,Minor,13:36,Saturday,Foggy,Dawn,Urban Road,Under Construction,Unknown,75,1
0,Minor,5:27,Saturday,Stormy,Dawn,State Highway,Icy,Signals,63,2
0,Minor,19:11,Thursday,Snowy,Daylight,State Highway,Dry,Signals,116,1
0,Minor,11:07,Monday,Stormy,Daylight,National Highway,Dry,Guard,115,5
0,Minor,20:03,Friday,Snowy,Dawn,Village Road,Under Construction,Signals,102,3
0,Minor,16:55,Sunday,Hazy,Dawn,Village Road,Under Construction,Signs,49,2
1,Minor,7:39,Saturday,Clear,Daylight,State Highway,Under Construction,None,35,5
0,Minor,5:34,Friday,Rainy,Dusk,Village Road,Under Construction,None,31,2
0,Serious,17:45,Sunday,Stormy,Dark,Village Road,Icy,None,93,4
0,Serious,13:26,Saturday,Stormy,Dark,National Highway,Under Construction,Unknown,85,1
1,Minor,3:40,Sunday,Rainy,Daylight,State Highway,Wet,Unknown,37,1
0,Minor,14:47,Thursday,Stormy,Dark,Urban Road,Dry,Signs,32,5
0,Minor,5:59,Monday,Stormy,Daylight,State Highway,Under Construction,Signals,112,4
1,Minor,0:51,Monday,Snowy,Daylight,National Highway,Wet,Unknown,43,3
1,Minor,12:22,Saturday,Snowy,Daylight,National Highway,Under Construction,Signals,31,4
0,Minor,12:51,Sunday,Rainy,Daylight,National Highway,Wet,Signals,79,4
1,Minor,4:59,Thursday,Clear,Dusk,Village Road,Icy,Unknown,79,3
0,Minor,14:52,Tuesday,Hazy,Dawn,State Highway,Dry,Unknown,112,3
0,Minor,22:32,Friday,Hazy,Dawn,Village Road,Dry,Signs,105,4
0,Minor,1:02,Friday,Stormy,Dusk,Village Road,Icy,Guard,119,2
0,Minor,13:32,Wednesday,Clear,Dark,State Highway,Wet,None,20,2
1,Minor,8:33,Thursday,Rainy,Dark,National Highway,Under Construction,Unknown,62,4
0,Minor,2:44,Sunday,Rainy,Dawn,Urban Road,Wet,Unknown,74,2
0,Minor,13:43,Wednesday,Snowy,Dark,Urban Road,Dry,Signals,59,3
1,Minor,8:55,Saturday,Stormy,Dawn,State Highway,Icy,Guard,83,3
1,Minor,22:21,Sunday,Foggy,Dawn,State Highway,Icy,Unknown,53,2
0,Minor,0:22,Wednesday,Rainy,Dusk,National Highway,Wet,Guard,53,3
0,Minor,9:46,Monday,Stormy,Dark,State Highway,Wet,None,67,1
0,Minor,22:16,Friday,Clear,Dusk,State Highway,Icy,Signals,52,3
1,Minor,21:21,Sunday,Snowy,Dawn,National Highway,Dry,Signs,87,4
0,Minor,18:28,Wednesday,Hazy,Dawn,National Highway,Under Construction,None,49,5
1,Minor,19:13,Monday,Clear,Dawn,Village Road,Under Construction,Guard,103,2
0,Minor,12:20,Thursday,Rainy,Daylight,State Highway,Wet,Guard,109,2
0,Minor,13:46,Wednesday,Rainy,Daylight,Urban Road,Icy,None,98,3
0,Minor,9:54,Saturday,Clear,Daylight,State Highway,Icy,Guard,90,3
0,Minor,0:16,Saturday,Rainy,Dusk,Urban Road,Icy,Signs,90,5
0,Minor,9:13,Saturday,Stormy,Dawn,Urban Road,Dry,Signs,48,5
1,Serious,19:01,Sunday,Rainy,Dark,Urban Road,Wet,Guard,42,4
0,Minor,20:32,Friday,Snowy,Dusk,Village Road,Wet,Guard,53,1
0,Minor,2:44,Wednesday,Stormy,Dusk,National Highway,Wet,Signs,103,4
1,Minor,10:25,Thursday,Foggy,Dusk,National Highway,Dry,Guard,34,2
0,Serious,13:01,Wednesday,Rainy,Dark,Village Road,Wet,Unknown,116,3
1,Minor,3:55,Friday,Rainy,Dawn,National Highway,Under Construction,Signals,72,4
0,Minor,19:19,Monday,Snowy,Daylight,Village Road,Wet,Unknown,36,3
0,Minor,12:21,Friday,Snowy,Dawn,State Highway,Wet,Guard,83,3
0,Minor,23:19,Saturday,Hazy,Dawn,Village Road,Wet,Guard,103,4
0,Minor,10:59,Sunday,Clear,Dusk,National Highway,Dry,Signals,80,4
1,Minor,21:58,Monday,Clear,Dusk,National Highway,Under Construction,Guard,76,5
0,Minor,13:31,Sunday,Clear,Dusk,State Highway,Under Construction,Signals,96,1
0,Minor,10:40,Saturday,Snowy,Daylight,Village Road,Icy,Signs,107,5
0,Minor,21:13,Tuesday,Clear,Daylight,State Highway,Icy,Signals,56,1
0,Minor,21:32,Friday,Clear,Daylight,Urban Road,Under Construction,Signals,26,4
1,Minor,0:48,Friday,Foggy,Dawn,Village Road,Wet,Unknown,27,1
0,Minor,14:13,Thursday,Clear,Dusk,State Highway,Wet,Guard,106,2
0,Serious,8:40,Wednesday,Rainy,Dark,State Highway,Wet,Signs,97,5
1,Minor,11:00,Monday,Hazy,Dawn,National Highway,Dry,None,87,5
0,Minor,0:52,Sunday,Snowy,Daylight,Village Road,Wet,Signals,40,5
1,Minor,22:44,Monday,Stormy,Dark,Urban Road,Dry,None,80,3
0,Serious,20:14,Thursday,Hazy,Dark,Urban Road,Under Construction,Guard,93,3
0,Minor,11:01,Thursday,Foggy,Dusk,Village Road,Wet,Signals,105,4
0,Serious,18:06,Sunday,Snowy,Dark,Village Road,Wet,None,113,4
1,Minor,20:14,Wednesday,Snowy,Daylight,State Highway,Icy,Unknown,113,3
1,Minor,21:48,Sunday,Rainy,Dusk,National Highway,Under Construction,None,99,5
0,Fatal,1:37,Sunday,Hazy,Dark,National Highway,Wet,Unknown,94,3
0,Minor,4:49,Saturday,Hazy,Dusk,National Highway,Dry,Signs,105,1
0,Minor,20:57,Wednesday,Clear,Dark,Village Road,Under Construction,Guard,48,5
0,Minor,20:19,Friday,Rainy,Dawn,National Highway,Icy,None,44,3
0,Minor,18:36,Saturday,Clear,Dawn,State Highway,Under Construction,Signals,77,4
1,Minor,13:04,Tuesday,Clear,Daylight,Village Road,Dry,Guard,33,3
0,Minor,4:06,Wednesday,Snowy,Dawn,Village Road,Icy,None,97,2
0,Minor,19:08,Thursday,Hazy,Dawn,National Highway,Dry,Signals,85,3
0,Minor,9:24,Saturday,Clear,Dawn,Urban Road,Under Construction,Signals,73,5
0,Serious,20:37,Wednesday,Foggy,Dark,Urban Road,Icy,Signals,96,3
0,Serious,12:54,Monday,Foggy,Dark,State Highway,Dry,Signals,86,4
0,Minor,13:52,Sunday,Hazy,Dusk,National Highway,Under Construction,None,49,1
1,Minor,19:36,Tuesday,Foggy,Dark,National Highway,Dry,Signs,37,2
0,Minor,23:29,Friday,Snowy,Dawn,Village Road,Wet,Unknown,73,5
0,Serious,12:32,Sunday,Rainy,Dark,Village Road,Under Construction,Unknown,119,4
0,Minor,19:44,Monday,Stormy,Daylight,National Highway,Icy,Unknown,40,2
1,Minor,20:33,Monday,Clear,Dusk,Village Road,Icy,Signs,72,3
1,Serious,1:45,Tuesday,Stormy,Dusk,National Highway,Wet,Signals,102,2
0,Minor,8:41,Friday,Rainy,Dark,State Highway,Dry,Signals,35,1
1,Minor,21:28,Thursday,Rainy,Dawn,Village Road,Dry,Guard,47,2
0,Minor,11:39,Saturday,Snowy,Dusk,National Highway,Icy,Unknown,23,2
0,Minor,17:46,Friday,Foggy,Daylight,Village Road,Dry,Unknown,74,3
0,Minor,7:10,Wednesday,Foggy,Daylight,State Highway,Under Construction,Signals,34,3
0,Minor,7:51,Monday,Rainy,Dusk,Village Road,Under Construction,Unknown,83,5
0,Minor,8:03,Wednesday,Snowy,Dawn,National Highway,Icy,Signals,84,3
1,Minor,22:13,Thursday,Snowy,Dawn,Village Road,Under Construction,Signals,35,2
1,Minor,8:19,Wednesday,Hazy,Dark,Village Road,Icy,Signals,39,1
0,Serious,18:31,Friday,Clear,Dark,National Highway,Dry,None,83,3
0,Minor,23:56,Wednesday,Foggy,Dusk,Urban Road,Dry,None,52,5
0,Serious,5:06,Thursday,Rainy,Dark,Village Road,Dry,None,100,5
0,Serious,10:11,Thursday,Hazy,Dark,Village Road,Wet,None,88,2
0,Serious,12:22,Thursday,Stormy,Dark,State Highway,Icy,Signs,88,3
0,Minor,22:03,Friday,Foggy,Daylight,Urban Road,Under Construction,Guard,77,3
0,Minor,11:33,Thursday,Clear,Dark,State Highway,Dry,Guard,58,5
1,Serious,6:08,Monday,Snowy,Dusk,National Highway,Wet,Signals,96,3
0,Minor,19:16,Sunday,Rainy,Dawn,National Highway,Under Construction,Unknown,55,2
0,Serious,3:24,Thursday,Foggy,Dark,State Highway,Under Construction,None,113,1
1,Minor,5:59,Wednesday,Stormy,Dawn,Village Road,Under Construction,Guard,87,2
0,Fatal,15:23,Saturday,Clear,Dark,Urban Road,Dry,Guard,106,3
0,Minor,6:06,Wednesday,Clear,Dusk,State Highway,Under Construction,None,40,2
0,Minor,12:18,Saturday,Hazy,Daylight,State Highway,Icy,Signs,82,4
0,Minor,6:56,Wednesday,Foggy,Dusk,National Highway,Wet,Signs,104,4
1,Minor,5:42,Friday,Stormy,Daylight,Village Road,Under Construction,Guard,25,3
0,Minor,13:20,Wednesday,Clear,Dark,Urban Road,Under Construction,Signs,43,3
0,Minor,4:43,Friday,Rainy,Dark,State Highway,Icy,None,72,1
1,Minor,10:16,Friday,Clear,Daylight,Urban Road,Under Construction,Guard,114,2
1,Minor,15:15,Thursday,Stormy,Dusk,Urban Road,Dry,None,102,1
1,Minor,2:00,Monday,Snowy,Dusk,State Highway,Dry,Signs,95,3
0,Minor,5:08,Saturday,Snowy,Daylight,Urban Road,Dry,None,97,3
0,Minor,4:39,Thursday,Hazy,Dark,National Highway,Under Construction,Signs,69,5
1,Minor,18:21,Thursday,Foggy,Daylight,Village Road,Wet,Signs,31,1
1,Serious,18:58,Sunday,Stormy,Dark,Village Road,Wet,None,75,3
0,Minor,23:40,Friday,Hazy,Daylight,Village Road,Under Construction,Signs,34,4
0,Fatal,4:50,Friday,Clear,Dark,National Highway,Wet,Signals,102,5
0,Minor,6:57,Saturday,Clear,Daylight,National Highway,Wet,None,111,2
1,Minor,11:38,Wednesday,Snowy,Dawn,National Highway,Under Construction,Signals,59,5
0,Minor,9:31,Wednesday,Hazy,Dark,Village Road,Dry,None,60,2
0,Minor,21:51,Thursday,Snowy,Dusk,Urban Road,Under Construction,Signs,88,4
0,Minor,17:54,Tuesday,Rainy,Daylight,National Highway,Dry,Signs,88,2
0,Minor,16:40,Tuesday,Snowy,Dusk,State Highway,Dry,Guard,25,1
1,Fatal,4:31,Wednesday,Rainy,Daylight,National Highway,Wet,Guard,106,2
0,Minor,7:52,Tuesday,Clear,Dusk,State Highway,Wet,Signals,86,2
1,Minor,0:45,Sunday,Hazy,Dusk,Village Road,Dry,Signs,52,5
1,Minor,11:47,Wednesday,Rainy,Daylight,State Highway,Dry,Guard,62,4
0,Minor,14:14,Friday,Hazy,Daylight,National Highway,Wet,Signs,40,2
0,Minor,20:55,Thursday,Hazy,Dusk,National Highway,Icy,None,103,1
0,Minor,20:32,Monday,Rainy,Dusk,Urban Road,Dry,Guard,84,5
1,Minor,0:08,Thursday,Foggy,Dusk,Village Road,Dry,Signals,36,4
0,Serious,3:57,Wednesday,Snowy,Dark,State Highway,Dry,Guard,112,4
0,Minor,15:29,Sunday,Rainy,Dark,Village Road,Wet,Signs,27,3
1,Minor,23:49,Wednesday,Clear,Dawn,National Highway,Under Construction,Unknown,83,1
0,Serious,23:38,Thursday,Hazy,Dark,Urban Road,Dry,Unknown,109,5
1,Minor,3:47,Sunday,Stormy,Dark,National Highway,Dry,Signs,47,5
0,Minor,19:33,Sunday,Rainy,Daylight,National Highway,Dry,None,117,1
0,Minor,1:47,Sunday,Snowy,Dawn,National Highway,Under Construction,Guard,109,4
0,Minor,23:58,Saturday,Hazy,Dawn,State Highway,Under Construction,Unknown,32,2
1,Minor,12:05,Wednesday,Foggy,Dark,National Highway,Dry,None,32,1
0,Minor,1:25,Tuesday,Clear,Daylight,Village Road,Dry,Signs,57,5
1,Minor,18:44,Tuesday,Foggy,Daylight,Village Road,Icy,None,44,1
1,Minor,10:05,Wednesday,Stormy,Dawn,Urban Road,Under Construction,Signs,81,4
0,Minor,7:06,Wednesday,Rainy,Daylight,Village Road,Icy,Guard,42,3
1,Minor,7:30,Saturday,Hazy,Dusk,National Highway,Dry,None,105,3
0,Minor,18:17,Tuesday,Rainy,Dark,National Highway,Dry,Guard,40,2
0,Minor,17:59,Wednesday,Snowy,Dusk,Village Road,Dry,None,73,2
0,Minor,21:32,Wednesday,Rainy,Dawn,Urban Road,Dry,Signs,82,4
1,Minor,15:22,Saturday,Clear,Dawn,Urban Road,Wet,Signs,49,2
0,Minor,14:17,Saturday,Stormy,Daylight,Village Road,Wet,None,94,3
0,Minor,11:23,Thursday,Foggy,Daylight,State Highway,Wet,Signs,87,4
0,Minor,2:52,Saturday,Stormy,Dawn,State Highway,Icy,Signals,116,4
0,Minor,15:44,Monday,Hazy,Dawn,State Highway,Under Construction,Signals,95,4
0,Minor,1:50,Tuesday,Rainy,Dusk,State Highway,Dry,Guard,92,1
1,Minor,20:19,Thursday,Hazy,Dusk,Village Road,Under Construction,Signals,51,2
1,Serious,9:12,Monday,Foggy,Daylight,Urban Road,Wet,Signals,94,5
0,Minor,3:46,Wednesday,Hazy,Dusk,National Highway,Dry,Unknown,43,3
1,Minor,22:09,Wednesday,Snowy,Daylight,National Highway,Dry,Unknown,26,2
0,Minor,10:56,Thursday,Stormy,Daylight,Village Road,Icy,Unknown,91,3
1,Serious,2:38,Saturday,Foggy,Dark,National Highway,Under Construction,Unknown,116,2
0,Minor,15:49,Sunday,Foggy,Daylight,State Highway,Icy,Signs,108,5
0,Minor,17:51,Sunday,Foggy,Dusk,Urban Road,Wet,Guard,20,3
0,Minor,14:13,Wednesday,Clear,Dawn,Village Road,Under Construction,Guard,22,5
1,Minor,20:59,Sunday,Stormy,Dawn,Urban Road,Wet,Signals,47,3
0,Minor,9:29,Friday,Hazy,Dusk,Village Road,Icy,Guard,62,1
0,Minor,14:05,Thursday,Foggy,Dawn,Village Road,Icy,Signals,116,1
0,Minor,13:19,Monday,Stormy,Daylight,Village Road,Dry,Guard,65,3
0,Minor,23:11,Thursday,Foggy,Dawn,Village Road,Under Construction,None,20,3
0,Minor,11:38,Tuesday,Snowy,Dusk,Urban Road,Under Construction,None,57,5
1,Minor,19:49,Saturday,Snowy,Dawn,National Highway,Dry,Guard,110,4
1,Minor,19:06,Saturday,Snowy,Daylight,Village Road,Under Construction,Signs,54,3
0,Minor,1:11,Thursday,Rainy,Daylight,State Highway,Wet,Signals,93,2
1,Serious,5:32,Wednesday,Foggy,Dusk,Village Road,Wet,Guard,95,2
0,Minor,16:34,Wednesday,Rainy,Dusk,Urban Road,Icy,Signals,93,2
1,Minor,4:11,Friday,Stormy,Dusk,Village Road,Wet,Unknown,73,1
1,Serious,7:14,Friday,Rainy,Dark,State Highway,Under Construction,Guard,117,5
0,Minor,12:22,Saturday,Stormy,Dark,Urban Road,Dry,Signs,43,1
1,Minor,15:28,Friday,Stormy,Daylight,Village Road,Icy,Unknown,47,2
0,Minor,1:16,Monday,Stormy,Dark,State Highway,Dry,Guard,41,3
0,Minor,16:20,Friday,Hazy,Dark,Urban Road,Icy,None,35,2
